0	TNFRSF14	1	2488101	2488175
1	TNFRSF14	1	2489162	2489276
2	TNFRSF14	1	2489779	2489910
3	TNFRSF14	1	2491259	2491420
4	TNFRSF14	1	2492060	2492156
5	TNFRSF14	1	2493109	2493257
6	TNFRSF14	1	2494301	2494338
7	TNFRSF14	1	2494584	2494715
8	ERRFI1	1	8073267	8074459
9	ERRFI1	1	8075365	8075447
10	ERRFI1	1	8075552	8075682
11	PIK3CD	1	9770511	9770657
12	PIK3CD	1	9775596	9775830
13	PIK3CD	1	9775904	9776139
14	PIK3CD	1	9776495	9776680
15	PIK3CD	1	9777014	9777169
16	PIK3CD	1	9777592	9777687
17	PIK3CD	1	9778749	9778976
18	PIK3CD	1	9779976	9780078
19	PIK3CD	1	9780167	9780303
20	PIK3CD	1	9780666	9780722
21	PIK3CD	1	9780797	9780970
22	PIK3CD	1	9781182	9781309
23	PIK3CD	1	9781499	9781648
24	PIK3CD	1	9781816	9781921
25	PIK3CD	1	9782030	9782214
26	PIK3CD	1	9782299	9782417
27	PIK3CD	1	9782583	9782667
28	PIK3CD	1	9783180	9783353
29	PIK3CD	1	9784024	9784153
30	PIK3CD	1	9784331	9784482
31	PIK3CD	1	9784859	9784997
32	PIK3CD	1	9786964	9787107
33	MTOR	1	11167539	11167560
34	MTOR	1	11168235	11168346
35	MTOR	1	11169344	11169430
36	MTOR	1	11169703	11169789
37	MTOR	1	11172906	11172977
38	MTOR	1	11174372	11174513
39	MTOR	1	11174867	11174947
40	MTOR	1	11175450	11175528
41	MTOR	1	11177058	11177146
42	MTOR	1	11181300	11181428
43	MTOR	1	11182033	11182186
44	MTOR	1	11184552	11184693
45	MTOR	1	11186676	11186856
46	MTOR	1	11187064	11187204
47	MTOR	1	11187678	11187866
48	MTOR	1	11188058	11188186
49	MTOR	1	11188508	11188612
50	MTOR	1	11188909	11189011
51	MTOR	1	11189792	11189898
52	MTOR	1	11190583	11190837
53	MTOR	1	11193134	11193257
54	MTOR	1	11194405	11194526
55	MTOR	1	11199358	11199495
56	MTOR	1	11199587	11199718
57	MTOR	1	11204702	11204815
58	MTOR	1	11205022	11205105
59	MTOR	1	11206730	11206851
60	MTOR	1	11210180	11210286
61	MTOR	1	11217206	11217351
62	MTOR	1	11227496	11227577
63	MTOR	1	11259312	11259463
64	MTOR	1	11259595	11259763
65	MTOR	1	11264615	11264763
66	MTOR	1	11269366	11269518
67	MTOR	1	11270868	11270966
68	MTOR	1	11272366	11272534
69	MTOR	1	11272850	11272968
70	MTOR	1	11273453	11273626
71	MTOR	1	11276202	11276294
72	MTOR	1	11288722	11288978
73	MTOR	1	11290979	11291114
74	MTOR	1	11291354	11291494
75	MTOR	1	11292490	11292588
76	MTOR	1	11293452	11293547
77	MTOR	1	11294197	11294325
78	MTOR	1	11297897	11298108
79	MTOR	1	11298456	11298677
80	MTOR	1	11300357	11300607
81	MTOR	1	11301607	11301741
82	MTOR	1	11303168	11303360
83	MTOR	1	11307679	11307793
84	MTOR	1	11307873	11308154
85	MTOR	1	11313893	11314033
86	MTOR	1	11316046	11316252
87	MTOR	1	11316987	11317225
88	MTOR	1	11318539	11318653
89	MTOR	1	11319302	11319469
90	SPEN	1	16174560	16174648
91	SPEN	1	16199308	16199634
92	SPEN	1	16202694	16203176
93	SPEN	1	16235813	16235979
94	SPEN	1	16237593	16237799
95	SPEN	1	16242620	16242777
96	SPEN	1	16245418	16245549
97	SPEN	1	16245896	16246015
98	SPEN	1	16247362	16247481
99	SPEN	1	16248741	16248847
100	SPEN	1	16254583	16262764
101	SPEN	1	16263655	16264143
102	SPEN	1	16264304	16264504
103	SPEN	1	16265210	16265374
104	SPEN	1	16265788	16265925
105	SDHB	1	17345373	17345456
106	SDHB	1	17349100	17349228
107	SDHB	1	17350465	17350572
108	SDHB	1	17354241	17354363
109	SDHB	1	17355092	17355234
110	SDHB	1	17359552	17359643
111	SDHB	1	17371253	17371386
112	SDHB	1	17380440	17380517
113	CDC42	1	22404969	22405079
114	CDC42	1	22408212	22408290
115	CDC42	1	22412929	22413044
116	CDC42	1	22413159	22413362
117	CDC42	1	22417918	22418013
118	ID3	1	23885448	23885513
119	ID3	1	23885615	23885920
120	ARID1A	1	27022892	27024034
121	ARID1A	1	27056139	27056357
122	ARID1A	1	27057640	27058098
123	ARID1A	1	27059164	27059286
124	ARID1A	1	27087344	27087590
125	ARID1A	1	27087872	27087967
126	ARID1A	1	27088640	27088813
127	ARID1A	1	27089461	27089779
128	ARID1A	1	27092709	27092860
129	ARID1A	1	27092945	27093060
130	ARID1A	1	27094278	27094493
131	ARID1A	1	27097607	27097820
132	ARID1A	1	27098988	27099126
133	ARID1A	1	27099300	27099481
134	ARID1A	1	27099834	27099990
135	ARID1A	1	27100068	27100211
136	ARID1A	1	27100290	27100392
137	ARID1A	1	27100817	27101714
138	ARID1A	1	27102065	27102201
139	ARID1A	1	27105511	27107250
140	SESN2	1	28586356	28586451
141	SESN2	1	28595691	28595762
142	SESN2	1	28598182	28598385
143	SESN2	1	28598792	28598980
144	SESN2	1	28599089	28599307
145	SESN2	1	28599866	28600022
146	SESN2	1	28600548	28600672
147	SESN2	1	28601333	28601529
148	SESN2	1	28605605	28605755
149	SESN2	1	28607224	28607316
150	STK40	1	36807353	36807577
151	STK40	1	36808962	36809052
152	STK40	1	36809458	36809583
153	STK40	1	36809718	36809868
154	STK40	1	36814298	36814419
155	STK40	1	36819962	36820020
156	STK40	1	36820804	36821037
157	STK40	1	36823837	36823986
158	STK40	1	36824335	36824426
159	STK40	1	36826819	36826936
160	CSF3R	1	36931955	36932431
161	CSF3R	1	36932828	36932915
162	CSF3R	1	36933156	36933255
163	CSF3R	1	36933420	36933566
164	CSF3R	1	36933673	36933825
165	CSF3R	1	36934754	36934861
166	CSF3R	1	36935250	36935444
167	CSF3R	1	36937031	36937250
168	CSF3R	1	36937664	36937743
169	CSF3R	1	36937836	36937995
170	CSF3R	1	36938115	36938290
171	CSF3R	1	36939033	36939226
172	CSF3R	1	36939362	36939491
173	CSF3R	1	36940975	36941277
174	CSF3R	1	36945031	36945100
175	RRAGC	1	39305222	39305379
176	RRAGC	1	39311608	39311762
177	RRAGC	1	39317284	39317432
178	RRAGC	1	39318043	39318163
179	RRAGC	1	39321377	39321582
180	RRAGC	1	39322548	39322757
181	RRAGC	1	39325079	39325321
182	MYCL	1	40363041	40363645
183	MYCL	1	40366608	40367118
184	MYCL	1	40367477	40367563
185	MPL	1	43803517	43803601
186	MPL	1	43803767	43803905
187	MPL	1	43804210	43804394
188	MPL	1	43804939	43805243
189	MPL	1	43805632	43805800
190	MPL	1	43806055	43806187
191	MPL	1	43812113	43812303
192	MPL	1	43812460	43812608
193	MPL	1	43814511	43814676
194	MPL	1	43814931	43815033
195	MPL	1	43817884	43817977
196	MPL	1	43818186	43818446
197	MUTYH	1	45794975	45795112
198	MUTYH	1	45796185	45796232
199	MUTYH	1	45796851	45797009
200	MUTYH	1	45797089	45797231
201	MUTYH	1	45797330	45797524
202	MUTYH	1	45797692	45797761
203	MUTYH	1	45797835	45797985
204	MUTYH	1	45798060	45798163
205	MUTYH	1	45798243	45798362
206	MUTYH	1	45798432	45798509
207	MUTYH	1	45798587	45798634
208	MUTYH	1	45798766	45798845
209	MUTYH	1	45798954	45798999
210	MUTYH	1	45799082	45799236
211	MUTYH	1	45800060	45800186
212	MUTYH	1	45805888	45805929
213	PIK3R3	1	46509342	46509546
214	PIK3R3	1	46511587	46511763
215	PIK3R3	1	46512220	46512300
216	PIK3R3	1	46521464	46521646
217	PIK3R3	1	46527598	46527746
218	PIK3R3	1	46531723	46531854
219	PIK3R3	1	46532580	46532766
220	PIK3R3	1	46543184	46543288
221	PIK3R3	1	46546311	46546425
222	PIK3R3	1	46597516	46597627
223	RAD54L	1	46714075	46714083
224	RAD54L	1	46714181	46714273
225	RAD54L	1	46715669	46715794
226	RAD54L	1	46724355	46724421
227	RAD54L	1	46725633	46725774
228	RAD54L	1	46726211	46726286
229	RAD54L	1	46726396	46726690
230	RAD54L	1	46726930	46727060
231	RAD54L	1	46733128	46733284
232	RAD54L	1	46736328	46736460
233	RAD54L	1	46738135	46738215
234	RAD54L	1	46738341	46738477
235	RAD54L	1	46739024	46739140
236	RAD54L	1	46739293	46739422
237	RAD54L	1	46739807	46739891
238	RAD54L	1	46740207	46740392
239	RAD54L	1	46743486	46743655
240	RAD54L	1	46743741	46743957
241	CDKN2C	1	51436038	51436172
242	CDKN2C	1	51439562	51439945
243	JUN	1	59247744	59248745
244	JAK1	1	65300242	65300343
245	JAK1	1	65301076	65301192
246	JAK1	1	65301778	65301901
247	JAK1	1	65303612	65303790
248	JAK1	1	65304145	65304275
249	JAK1	1	65305283	65305481
250	JAK1	1	65306925	65307025
251	JAK1	1	65307131	65307287
252	JAK1	1	65309744	65309901
253	JAK1	1	65310434	65310575
254	JAK1	1	65311193	65311326
255	JAK1	1	65312329	65312422
256	JAK1	1	65313212	65313361
257	JAK1	1	65316484	65316596
258	JAK1	1	65321189	65321384
259	JAK1	1	65323336	65323465
260	JAK1	1	65325785	65325948
261	JAK1	1	65330467	65330658
262	JAK1	1	65332546	65332894
263	JAK1	1	65334991	65335160
264	JAK1	1	65339050	65339209
265	JAK1	1	65344705	65344834
266	JAK1	1	65348957	65349161
267	JAK1	1	65351939	65351950
268	NEGR1	1	71873126	71873256
269	NEGR1	1	72058497	72058654
270	NEGR1	1	72076706	72076832
271	NEGR1	1	72163688	72163825
272	NEGR1	1	72241852	72241983
273	NEGR1	1	72400759	72400997
274	NEGR1	1	72747999	72748180
275	FUBP1	1	78414448	78414462
276	FUBP1	1	78414837	78414988
277	FUBP1	1	78420937	78421017
278	FUBP1	1	78422254	78422388
279	FUBP1	1	78425866	78425951
280	FUBP1	1	78426026	78426183
281	FUBP1	1	78428452	78428618
282	FUBP1	1	78429256	78429403
283	FUBP1	1	78429744	78429850
284	FUBP1	1	78429936	78430044
285	FUBP1	1	78430328	78430435
286	FUBP1	1	78430552	78430656
287	FUBP1	1	78430750	78430918
288	FUBP1	1	78432375	78432438
289	FUBP1	1	78432565	78432642
290	FUBP1	1	78432730	78432788
291	FUBP1	1	78433308	78433353
292	FUBP1	1	78433846	78433890
293	FUBP1	1	78435606	78435702
294	FUBP1	1	78444566	78444691
295	BCL10	1	85733307	85733668
296	BCL10	1	85736298	85736592
297	BCL10	1	85741976	85742038
298	NRAS	1	115251153	115251278
299	NRAS	1	115252187	115252352
300	NRAS	1	115256418	115256602
301	NRAS	1	115258668	115258784
302	CSDE1	1	115260787	115260840
303	CSDE1	1	115261231	115261369
304	CSDE1	1	115262197	115262366
305	CSDE1	1	115263157	115263341
306	CSDE1	1	115266501	115266626
307	CSDE1	1	115267839	115267957
308	CSDE1	1	115268829	115269010
309	CSDE1	1	115269601	115269714
310	CSDE1	1	115272876	115273046
311	CSDE1	1	115273126	115273272
312	CSDE1	1	115275222	115275440
313	CSDE1	1	115276350	115276481
314	CSDE1	1	115276607	115276741
315	CSDE1	1	115277060	115277147
316	CSDE1	1	115279376	115279479
317	CSDE1	1	115280089	115280187
318	CSDE1	1	115280581	115280696
319	CSDE1	1	115282310	115282514
320	CSDE1	1	115284145	115284288
321	VTCN1	1	117690277	117690407
322	VTCN1	1	117695710	117695994
323	VTCN1	1	117699193	117699546
324	VTCN1	1	117712726	117712796
325	VTCN1	1	117753443	117753480
326	FAM46C	1	118165488	118166669
327	NOTCH2	1	120457926	120459320
328	NOTCH2	1	120460285	120460388
329	NOTCH2	1	120461026	120461179
330	NOTCH2	1	120461932	120462239
331	NOTCH2	1	120462849	120463023
332	NOTCH2	1	120464333	120464435
